,Name,Gender,user,rating,title
0,EMMA,Female,0,1.0,Grim Reaper
1,EMMA,Female,0,0.0,Monkey Wrench
2,EMMA,Female,0,1.0,Espresso Martini
3,EMMA,Female,0,0.0,Vesper
4,EMMA,Female,0,0.0,Long Island Iced Tea
5,EMMA,Female,0,1.0,Passion Fruit Martini
6,EMMA,Female,0,1.0,Gin Rickey
7,EMMA,Female,0,1.0,3-Mile Long Island Iced Tea
8,EMMA,Female,0,0.0,Tequila Surprise
9,EMMA,Female,0,0.0,Ruby Tuesday
10,EMMA,Female,0,0.0,Pina Colada
11,EMMA,Female,0,1.0,Sazerac
12,EMMA,Female,0,1.0,Mother's Milk
13,EMMA,Female,0,0.0,A1
14,EMMA,Female,0,1.0,Tequila Sour
15,EMMA,Female,0,1.0,Royal Bitch
916,MIA,Female,1,0.0,Diesel
917,MIA,Female,1,0.0,ACID
918,MIA,Female,1,1.0,Irish Spring
919,MIA,Female,1,0.0,Loch Lomond
920,MIA,Female,1,0.0,Port Wine Cocktail
921,MIA,Female,1,0.0,50/50
922,MIA,Female,1,0.0,Planter's Punch
923,MIA,Female,1,0.0,Ace
924,MIA,Female,1,1.0,Kool-Aid Shot
925,MIA,Female,1,1.0,A1
926,MIA,Female,1,0.0,Mother's Milk
927,MIA,Female,1,1.0,Irish Spring
928,MIA,Female,1,0.0,Quick-sand
929,MIA,Female,1,0.0,Adam Bomb
930,MIA,Female,1,0.0,Mai Tai
931,MIA,Female,1,1.0,Yoghurt Cooler
932,MIA,Female,1,1.0,Planter's Punch
933,MIA,Female,1,1.0,Gin Rickey
934,MIA,Female,1,1.0,Thriller
935,MIA,Female,1,1.0,Clove Cocktail
936,MIA,Female,1,0.0,Rum Runner
937,MIA,Female,1,1.0,Espresso Martini
938,MIA,Female,1,0.0,Salty Dog
939,MIA,Female,1,1.0,H.D.
940,MIA,Female,1,0.0,Darkwood Sling
941,MIA,Female,1,0.0,Avalon
1832,OLIVIA,Female,2,0.0,The Jimmy Conway
1833,OLIVIA,Female,2,1.0,Iced Coffee
1834,OLIVIA,Female,2,1.0,Orange Crush
1835,OLIVIA,Female,2,1.0,Martinez 2
1836,OLIVIA,Female,2,0.0,Oreo Mudslide
1837,OLIVIA,Female,2,0.0,Moscow Mule
1838,OLIVIA,Female,2,1.0,Mocha-Berry
1839,OLIVIA,Female,2,0.0,Tequila Sour
1840,OLIVIA,Female,2,0.0,Turkeyball
1841,OLIVIA,Female,2,0.0,Lassi - Sweet
1842,OLIVIA,Female,2,0.0,Jack Rose Cocktail
1843,OLIVIA,Female,2,1.0,Vermouth Cassis
1844,OLIVIA,Female,2,1.0,Orange Rosemary Collins
1845,OLIVIA,Female,2,0.0,Tipperary
1846,OLIVIA,Female,2,1.0,Blackthorn
1847,OLIVIA,Female,2,1.0,Adam
1848,OLIVIA,Female,2,1.0,Port Wine Cocktail
1849,OLIVIA,Female,2,0.0,Red Snapper
1850,OLIVIA,Female,2,0.0,Gin Daisy
1851,OLIVIA,Female,2,0.0,3 Wise Men
1852,OLIVIA,Female,2,1.0,Karsk
1853,OLIVIA,Female,2,1.0,Gin Toddy
1854,OLIVIA,Female,2,0.0,Jamaica Kiss
1855,OLIVIA,Female,2,0.0,Mint Julep
1856,OLIVIA,Female,2,0.0,Pure Passion
1857,OLIVIA,Female,2,1.0,Thai Iced Coffee
1858,OLIVIA,Female,2,0.0,Jello shots
1859,OLIVIA,Female,2,1.0,Grass Skirt
1860,OLIVIA,Female,2,0.0,Nutty Irishman
1861,OLIVIA,Female,2,1.0,Pure Passion
2748,ISABELLA,Female,3,0.0,Thai Iced Coffee
2749,ISABELLA,Female,3,1.0,Whiskey Sour
2750,ISABELLA,Female,3,1.0,Raspberry Julep
2751,ISABELLA,Female,3,0.0,Paloma
2752,ISABELLA,Female,3,1.0,Tequila Sunrise
2753,ISABELLA,Female,3,0.0,Port And Starboard
2754,ISABELLA,Female,3,0.0,Queen Charlotte
2755,ISABELLA,Female,3,1.0,Royal Flush
2756,ISABELLA,Female,3,1.0,Salty Dog
2757,ISABELLA,Female,3,1.0,Waikiki Beachcomber
2758,ISABELLA,Female,3,1.0,Shark Attack
2759,ISABELLA,Female,3,0.0,Texas Sling
2760,ISABELLA,Female,3,1.0,Hunter's Moon
2761,ISABELLA,Female,3,1.0,Derby
2762,ISABELLA,Female,3,1.0,Lemouroudji
2763,ISABELLA,Female,3,0.0,Scooter
2764,ISABELLA,Female,3,1.0,Darkwood Sling
2765,ISABELLA,Female,3,0.0,Ace
3664,SOPHIA,Female,4,0.0,Addington
3665,SOPHIA,Female,4,0.0,Gin Fizz
3666,SOPHIA,Female,4,1.0,Limona Corona
3667,SOPHIA,Female,4,0.0,Coffee-Vodka
3668,SOPHIA,Female,4,1.0,Snowball
3669,SOPHIA,Female,4,0.0,Sherry Eggnog
3670,SOPHIA,Female,4,1.0,Chocolate Milk
3671,SOPHIA,Female,4,1.0,Irish Cream
3672,SOPHIA,Female,4,0.0,Shot-gun
3673,SOPHIA,Female,4,0.0,Whiskey Sour
3674,SOPHIA,Female,4,0.0,Fruit Cooler
3675,SOPHIA,Female,4,1.0,Planter's Punch
3676,SOPHIA,Female,4,1.0,Pink Penocha
3677,SOPHIA,Female,4,1.0,Affair
3678,SOPHIA,Female,4,0.0,White Lady
3679,SOPHIA,Female,4,0.0,H.D.
3680,SOPHIA,Female,4,0.0,Afternoon
3681,SOPHIA,Female,4,1.0,Sherry Eggnog
3682,SOPHIA,Female,4,1.0,Yellow Bird
3683,SOPHIA,Female,4,1.0,Almeria
3684,SOPHIA,Female,4,0.0,Lady Love Fizz
3685,SOPHIA,Female,4,0.0,Pink Lady
3686,SOPHIA,Female,4,0.0,Mother's Milk
3687,SOPHIA,Female,4,0.0,Gin Toddy
3688,SOPHIA,Female,4,0.0,Cafe Savoy
3689,SOPHIA,Female,4,0.0,Egg Nog - Healthy
4580,CAMILA,Female,5,1.0,Stone Sour
4581,CAMILA,Female,5,1.0,Pure Passion
4582,CAMILA,Female,5,1.0,Zinger
4583,CAMILA,Female,5,1.0,London Town
4584,CAMILA,Female,5,0.0,Lassi Khara
4585,CAMILA,Female,5,1.0,B-53
4586,CAMILA,Female,5,0.0,Oreo Mudslide
4587,CAMILA,Female,5,0.0,Porto flip
4588,CAMILA,Female,5,1.0,Lemon Elderflower Spritzer
4589,CAMILA,Female,5,0.0,Rum Old-fashioned
4590,CAMILA,Female,5,1.0,Paradise
4591,CAMILA,Female,5,0.0,Quick-sand
4592,CAMILA,Female,5,0.0,Chicago Fizz
4593,CAMILA,Female,5,0.0,Imperial Fizz
4594,CAMILA,Female,5,0.0,Algonquin
4595,CAMILA,Female,5,1.0,Irish Cream
4596,CAMILA,Female,5,1.0,Espresso Martini
4597,CAMILA,Female,5,0.0,Acapulco
4598,CAMILA,Female,5,1.0,Lemouroudji
4599,CAMILA,Female,5,1.0,Rosemary Blue
4600,CAMILA,Female,5,1.0,Fahrenheit 5000
4601,CAMILA,Female,5,1.0,Vermouth Cassis
4602,CAMILA,Female,5,1.0,Wine Punch
4603,CAMILA,Female,5,1.0,French Negroni
4604,CAMILA,Female,5,1.0,Jello shots
4605,CAMILA,Female,5,1.0,Duchamp's Punch
4606,CAMILA,Female,5,1.0,Shot-gun
5496,EMILY,Female,6,0.0,Nutty Irishman
5497,EMILY,Female,6,1.0,Zimadori Zinger
5498,EMILY,Female,6,0.0,Boxcar
5499,EMILY,Female,6,1.0,Zippy's Revenge
5500,EMILY,Female,6,0.0,Brigadier
5501,EMILY,Female,6,1.0,Tequila Slammer
5502,EMILY,Female,6,1.0,Orange Whip
5503,EMILY,Female,6,0.0,Blackthorn
5504,EMILY,Female,6,0.0,Elderflower Caipirinha
5505,EMILY,Female,6,1.0,Whiskey Sour
5506,EMILY,Female,6,1.0,Smut
5507,EMILY,Female,6,0.0,Mulled Wine
5508,EMILY,Female,6,0.0,Bible Belt
5509,EMILY,Female,6,1.0,Downshift
5510,EMILY,Female,6,0.0,French 75
5511,EMILY,Female,6,1.0,Vodka Russian
5512,EMILY,Female,6,0.0,National Aquarium
5513,EMILY,Female,6,1.0,Ace
5514,EMILY,Female,6,1.0,Passion Fruit Martini
5515,EMILY,Female,6,1.0,Planter’s Punch
5516,EMILY,Female,6,0.0,Allegheny
5517,EMILY,Female,6,1.0,Pina Colada
5518,EMILY,Female,6,1.0,Melya
6412,SOFIA,Female,7,0.0,Acapulco
6413,SOFIA,Female,7,1.0,Zenmeister
6414,SOFIA,Female,7,1.0,Pina Colada
6415,SOFIA,Female,7,0.0,Vodka Russian
6416,SOFIA,Female,7,0.0,The Philosopher
6417,SOFIA,Female,7,0.0,Jack's Vanilla Coke
6418,SOFIA,Female,7,1.0,Stone Sour
6419,SOFIA,Female,7,0.0,Thai Iced Coffee
6420,SOFIA,Female,7,0.0,Flander's Flake-Out
6421,SOFIA,Female,7,0.0,Homemade Kahlua
6422,SOFIA,Female,7,1.0,Irish Cream
6423,SOFIA,Female,7,1.0,Chocolate Drink
6424,SOFIA,Female,7,0.0,Winter Paloma
6425,SOFIA,Female,7,0.0,Grass Skirt
6426,SOFIA,Female,7,1.0,Thriller
6427,SOFIA,Female,7,1.0,Mango Mojito
6428,SOFIA,Female,7,0.0,Yoghurt Cooler
6429,SOFIA,Female,7,0.0,Rosemary Blue
6430,SOFIA,Female,7,0.0,Zorro
6431,SOFIA,Female,7,0.0,Midnight Mint
6432,SOFIA,Female,7,1.0,Veteran
6433,SOFIA,Female,7,1.0,Gin Sour
6434,SOFIA,Female,7,1.0,Zimadori Zinger
6435,SOFIA,Female,7,0.0,Lord And Lady
6436,SOFIA,Female,7,0.0,Moranguito
7328,VICTORIA,Female,8,1.0,Irish Spring
7329,VICTORIA,Female,8,1.0,Big Red
7330,VICTORIA,Female,8,0.0,Old Fashioned
7331,VICTORIA,Female,8,0.0,Queen Elizabeth
7332,VICTORIA,Female,8,1.0,Russian Spring Punch
7333,VICTORIA,Female,8,0.0,Rum Runner
7334,VICTORIA,Female,8,1.0,Allegheny
7335,VICTORIA,Female,8,0.0,Grim Reaper
7336,VICTORIA,Female,8,1.0,English Rose Cocktail
7337,VICTORIA,Female,8,0.0,Darkwood Sling
7338,VICTORIA,Female,8,1.0,Spritz
7339,VICTORIA,Female,8,0.0,Royal Fizz
7340,VICTORIA,Female,8,1.0,B-52
7341,VICTORIA,Female,8,0.0,Dubonnet Cocktail
7342,VICTORIA,Female,8,1.0,Imperial Fizz
7343,VICTORIA,Female,8,0.0,New York Lemonade
7344,VICTORIA,Female,8,1.0,Bijou
7345,VICTORIA,Female,8,1.0,ABC
7346,VICTORIA,Female,8,1.0,Porto flip
7347,VICTORIA,Female,8,1.0,Zorbatini
7348,VICTORIA,Female,8,1.0,Snowday
7349,VICTORIA,Female,8,0.0,Godchild
7350,VICTORIA,Female,8,1.0,Zippy's Revenge
